song_name,artist,album,genre
Piano Man,G-Unit,T.O.S. (Terminate On Sight),rap
Shot Down,DMX,Grand Champ,rap
Realest N*ggas - Notorious B.I.G. & 50 Cent,Notorious B.I.G. & 50 Cent,The Soundtrack,rap
South Side,"50 Cent, DJ Whoo Kid",Bullet Proof,rap
OJ,G Unit,G To The Street,rap
Put You On The Game,The Game,The Documentary,rap
Higher,The Game,The Documentary,rap
Where The Hood At,DMX,Grand Champ,rap
Go To Sleep,Eminem,Cradle 2 The Grave,rap
Ruff Ryders' Anthem,DMX,It's Dark And Hell Is Hot,rap
X Gon' Give It To Ya,DMX,The Best Of DMX,rap
Party Up,DMX,...And Then There Was X,rap
ATF,DMX,It's Dark And Hell Is Hot,rap
Say It To My Face,Young Buck,Buck The World,rap
Buss Yo' Head,Young Buck,Buck The World,rap
Gangsta Music,Jeezy,Let’s Get It: Thug Motivation 101 (Deluxe Edition),rap
Thug Motivation 101,Jeezy,Let’s Get It: Thug Motivation 101 (Deluxe Edition),rap
X,Xzibit,The Greatest,rap
Why We Thugs,Ice Cube,"Laugh Now, Cry Later",rap
My Nigga,YG,My Nigga,rap
All For The Cash,Gang Starr,Full Clip- A Decade Of Gang Sta,rap
'Till I Collapse,Eminem,The Eminem Show,rap
Who Do You Love?,YG,Who Do You Love?,rap
My Life,The Game,My Life,rap
"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",rap
Meet The Flockers,YG,My Krazy Life (Deluxe),rap
"Left, Right",YG,My Krazy Life (Deluxe),rap
I Just Wanna Party,YG,My Krazy Life (Deluxe),rap
Sacrilegious,ScHoolboy Q,Habits & Contradictions,rap
Don't Trip,The Game,The Documentary 2,rap
Standing on Ferraris,The Game,The Documentary 2,rap
All The Way Up,Fat Joe,All The Way Up (feat. French Montana & Infared) - Single,rap
Cake,Lloyd Banks,Rotten Apple,rap
Let Me In,Young Buck,Straight Outta Cashville,rap
WW III,Ruff Ryders,Ryde Or Die Vol. II,rap
If I Can't,50 Cent,Get Rich Or Die Tryin',rap
X Gon' Give It To Ya,DMX,The Definition of X: Pick Of The Litter (Explicit Version),rap
What's The Difference,Dr. Dre,2001 (Explicit Version),rap
Piggy Bank,50 Cent,The Massacre,rap
Warrior Part 2,Lloyd Banks,The Hunger For More,rap
Move Bitch,Disturbing Tha Peace,Word Of Mouf,rap
Wait A Minute,G Unit,G To The Street,rap
Get Buck,Young Buck,Buck The World,rap
Hail Mary,Makaveli,The Don Killuminati: The 7 Day Theory,rap
"N****, What's Up (feat. 50 Cent)",Lil Scrappy,Bred 2 Die Born 2 Live,rap
Thug,Slim Thug,Boss Of All Bosses,rap
We All Die One Day,Obie Trice,Cheers,rap
Bitch Please,Snoop Dogg,No Limit Top Dogg,rap
Don't Need No Help,Young Buck,"Greatest Hits, Vol. 1",rap
I'll Whip Ya Head Boy,50 Cent,Window Shopper (International Version),rap
Smoke Some Weed,Ice Cube,"Laugh Now, Cry Later",rap
Party We Will Throw Now!,Warren G,Party We Will Throw Now! - Single,rap
Ni**as In Paris,JAY-Z,Watch The Throne (Deluxe),rap
Breathin,2Pac,Until The End Of Time,rap
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,Born Again,rap
Ghetto Vet,Ice Cube,The Essentials,rap
Without Me,Eminem,Curtain Call (Deluxe),rap
Smoke,50 Cent,Smoke,rap
Pilot,50 Cent,Pilot,rap
I Don't Fuck With You,G-Unit,The Beauty Of Independence,rap
My Life (feat. YK Osiris),Jae Mansa,My Life (feat. YK Osiris),rap
Digital Scale,G-Unit,The Beauty Of Independence,rap
Holdin on All Day,Jeriqo,Holdin on All Day,rap
Sweet Victory,R-Mean,Sweet Victory,rap
Fried for the Night,TOKiMONSTA,Fried for the Night,rap
Trust Issues,SGE Kash,Trust Issues,rap
Hustlin',Rick Ross,Ultimate R&B 2008 (Double Album),rap
Detroit Vs. Everybody,Eminem,SHADYXV,rap
Nike Ticks,YNG Martyr,Nike Ticks,rap
I Don't Fuck With You,Big Sean,Dark Sky Paradise (Deluxe),rap
Dirt,SASH,Dirt,rap
Good Girl,Jamballaz,Good Girl,rap
When It Rains It Pours,50 Cent,Get Rich Or Die Tryin'- The Original Motion Picture Soundtrack,rap
No Vaseline,Ice Cube,Death Certificate,rap
Catch Up,Pasto Flocco,Catch Up,rap
Upper Echelon,DA Image,Upper Echelon,rap
EMG,El-P,I'll Sleep When You're Dead,rap
Arabian Knights,Mishaal,Arabian Knights,rap
Changes,G-Unit,The Beauty Of Independence,rap
No Romeo No Juliet,50 Cent,No Romeo No Juliet,rap
head first,Christian French,head first,rap
"Nuthin' But A ""G"" Thang",Dr. Dre,Hip Hop - The Classics CD (International Version),rap
Shut Up - Studio Version,Stormzy,WickedSkengMan 4,rap
I'm So Juiced Up,DJ Paul,I'm So Juiced Up,rap
Best Friend,50 Cent,Get Rich Or Die Tryin'- The Original Motion Picture Soundtrack,rap
It Was A Good Day,Ice Cube,The Predator,rap
Fast Lane,Bad Meets Evil,Hell: The Sequel (Deluxe),rap
Ante Up,M O P,Cut Killer Show 2,rap
Loyalty,D12,D-12 World,rap
Check Yo Self - Remix,Ice Cube,Bootlegs And B-Sides,rap
Phenomenal,Eminem,Southpaw (Music From And Inspired By The Motion Picture),rap
How Come,D12,D-12 World,rap
Smoke Some Weed,Ice Cube,"Laugh Now, Cry Later",rap
"Y'all Know How I Am Feat. Omg, Doughboy, Wc, Maylay",Ice Cube,I Am the West,rap
Lotto,Rotimi,Lotto,rap
Take From Me,Bad Meets Evil,Hell: The Sequel (Deluxe),rap
Echo,Bad Meets Evil,Hell: The Sequel (Deluxe),rap
My Darling,Eminem,Relapse: Refill,rap
Hello,Eminem,Relapse: Refill,rap
The Real Slim Shady,Eminem,Curtain Call (Deluxe),rap
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call (Deluxe),rap
Spend Some Time,Eminem,Encore (Deluxe Explicit Version),rap
Drop The Bomb On 'Em,Eminem,Relapse: Refill,rap
Beautiful Pain,Eminem,The Marshall Mathers LP2 (Deluxe),rap
American Psycho II,D12,D-12 World,rap
I Made It (feat. Trick Trick),D12,I Made It (feat. Trick Trick) - Single,rap
Girls,D12,Devils Night,rap
Pimp Like Me,D12,Devils Night,rap
This Could Be Us,Rae Sremmurd,SremmLife,rap
DOPE,T.I.,DOPE,rap
Gangsta Bop,Akon,Konvicted,rap
That's All She Wrote (feat. Eminem),T.I.,No Mercy,rap
All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,rap
Proud Of You,Skooly,Proud Of You,rap
Got It,Block Scholars,Got It,rap
Kunden,Nate57,Kunden,rap
1441,KASIMIR1441,1441 / T-Shirt,rap
Ketten tief,DJ Razé,Ketten tief,rap
Intro - TBB,Reda Rwena,Intro - TBB,rap
Guardia Civil,Reda Rwena,Guardia Civil,rap
Zérosechsneun,Reda Rwena,Zérosechsneun,rap
Panzaknacka,AK Ausserkontrolle,Panzaknacka,rap
Gib ihm,AK Ausserkontrolle,Panzaknacka,rap
Verliebt in den Tod,AK Ausserkontrolle,A.S.S.N.,rap
Kristall,AK Ausserkontrolle,A.S.S.N.,rap
Dahab,AK Ausserkontrolle,A.S.S.N.,rap
BMW Alpina,Capital Bra,BLYAT,rap
Kuku187,Capital Bra,Makarov Komplex,rap
Was 2 hol 10,Capital Bra,Makarov Komplex,rap
Vladimir Putin,Capital Bra,Kuku Bra,rap
Alles kaputt,Capital Bra,Kuku Bra,rap
Gangsta Gangsta,18 Karat,PUSHA,rap
Illegaller Lifestyle,18 Karat,PUSHA,rap
N.T.M.,LX & Maxwell,Obststand,rap
Runde um Pudding,AchtVier,"Der alte Achti, Vol. 1",rap
Fizzle,AchtVier,Aufstand,rap
Hokus Pokus,Olexesh,Nu Eta Da,rap
Kranichstil,Olexesh,Masta,rap
Sound für den Hof,Olexesh,Masta,rap
Bugs & Bunnies,Olexesh,Makadam (Bonus Tracks Version),rap
Lieblingszahl,Hasuna,Der Sampler 3,rap
Compton,LX,Der Sampler 3,rap
Ballermann,187 Strassenbande,Sampler 4,rap
Schnapp!,Gzuz,Sampler 3,rap
Ebbe & Flut,Gzuz,Ebbe & Flut,rap
Ich rolle mit meim Besten - Babos Remix,Haftbefehl,Russisch Roulette (Deluxe),rap
Saudi Arabi Money Rich - Babos Remix,Haftbefehl,Russisch Roulette (Deluxe),rap
In der Hood,Azad,NXTLVL,rap
Hände hoch,Baba Saad,Hände hoch,rap
2 Schüsse in die Luft,Baba Saad,Yayo Tape II,rap
Endlich wieder asozial,Baba Saad,Yayo Tape II,rap
Echte Berliner,Bushido,Black Friday,rap
Butterfly Effect,Bushido,Carlo Cokxxx Nutten 3,rap
Is' mir egal,Hanybal,Weg von der Fahrbahn (Bonus Tracks Version),rap
Nuttööö,SSIO,BB.U.M.SS.N. (Spezial Edition),rap
Zahnlücke,Veysel,Audiovisuell,rap
"Bleib mal locker, Lan",Milonair,AMG,rap
Intro,Gzuz,High & Hungrig 2,rap
GMT Master,AchtVier,GMT Master,rap
District,AK Ausserkontrolle,Panzaknacka,rap
Julius Cesar,Haftbefehl,Julius Cesar,rap
Kein Rückwärtsgang,Celo & Abdi,Diaspora,rap
Waffenfreiezone,Nate57,Stress aufm Kiez,rap
Molotov,AchtVier,Molotov,rap
Von unten nach oben,TaiMO,Von unten nach oben,rap
Hustla,18 Karat,Hustla,rap
Geht Los!,Sa4,Der Sampler 3,rap
Kletter nicht durchs Fenster rein,Haze,Kletter nicht durchs Fenster rein,rap
Kanax in Tokyo (feat. Farid Bang),KC Rebell,Fata Morgana,rap
Kanax in Moskau,KC Rebell,Rebellution (Deluxe Version),rap
A nach B,LOKO BEN,A nach B,rap
Fick dich,Hanybal,Fick dich,rap
Headshot,BTNG,Black Mamba,rap
Haramstufe Rot,Hanybal,Haramstufe Rot,rap
Akhi Side,Sami,DeLaRue,rap
Steuerfrei & Illegal,Fard,Steuerfrei & Illegal,rap
111 Prozent,TaiMO,111 Prozent,rap
Hublot,18 Karat,Geld Gold Gras (Deluxe Edition),rap
Bandit,Hemso,Bandit,rap
Hot Pursuit,Hasan.K,Juggernaut,rap
Azzlack Harami,Milonair,AMG,rap
WLSS,Veysel,43 Blocktape,rap
Läuft,Kurdo,Slum Dog Millionaer (Deluxe Edition),rap
Lass mal dein Film,Reda Rwena,Lass mal dein Film,rap
Becher & Blunt,Haze,Die Zwielicht LP,rap
Leise,Haze,Die Zwielicht LP,rap
Krokodil,Sa4,Neue deutsche Quelle,rap
Mike Tyson - Bonustrack,Kurdo,Blanco,rap
Boss,Bushido,Aggro Ansage Nr.1 EP,rap
Lass rauchen,Haftbefehl,Kanackis,rap
Tot,BTNG,Black Mamba,rap
Alte Schule Frankfurt,Dú Maroc,Alte Schule Frankfurt,rap
Black Friday,Bushido,Black Friday,rap
Realtalk Infinity,Jigzaw,Realtalk Infinity,rap
Guzman,Gringo,Guzman,rap
Kannste ma sehn,Baba Saad,Yayo Tape,rap
Halbes Kilo Gold,Milonair,Halbes Kilo Gold,rap
Speedboat,Payy,Zero,rap
Yamamoto - KMN Street EP,Noah,Fast Life,rap
Zackig die Patte,Nazar,Irreversibel,rap
Mit dem BMW,Fler,Flersguterjunge,rap
Titanic Thompson,Milonair,Milominati,rap
Friedhof der Kuscheltiere,Manuellsen,Killemall,rap
Meros überall,Sero El Mero,Meros überall,rap
Schreibe mein Schicksal,Haze,Die Zwielicht LP,rap
"1,2,3",Hanybal,Haramstufe Rot,rap
Stara Škola,Haze,Die Zwielicht LP,rap
Ghetto Prominenz,18 Karat,Geld Gold Gras (Supremos Tour Edition),rap
Panther im Dschungel,Reda Rwena,Panther im Dschungel,rap
Vollspannschuss,JURI,Bratans aus Favelas,rap
Medusa,Kollegah,Chronik III,rap
Avanti Avanti (feat. Celo & Abdi & Hanybal),Reda Rwena,Avanti Avanti (feat. Celo & Abdi & Hanybal),rap
Wer bist du?!,Haze,Zukunft - EP,rap
Ghettotourist,Sa4,Nebensache - EP,rap
Zenci,LOKO BEN,ZENCI,rap
Still D.R.E.,Dr. Dre,2001,rap
Fuck Tha Police,N.W.A.,Straight Outta Compton,rap
The Next Episode,Dr. Dre,2001,rap
Children's Story,Slick Rick,Grand Theft Auto 8 CD Set (Explicit Version),rap
Changes,2Pac,Greatest Hits,rap
Boyz-N-The-Hood,Eazy-E,The Best Of N.W.A: The Strength Of Street Knowledge,rap
Forgot About Dre,Dr. Dre,2001,rap
Alwayz Into Somethin',N.W.A.,Efil4zaggin,rap
Hate It Or Love It,The Game,The Documentary,rap
La Raza,Kid Frost,Hispanic Causing Panic,rap
Eazy-er Said Than Dunn,Eazy-E,Eazy-Duz-It,rap
Straight Outta Compton,N.W.A.,Straight Outta Compton,rap
I Don't Give A Fuck,2Pac,2Pacalypse Now,rap
Rebel Without A Pause,Public Enemy,Grand Theft Auto 8 CD Set (Explicit Version),rap
I Got 5 On It,Luniz,Operation Stackola,rap
Juicy - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),rap
Regulate,Warren G,Regulate… G Funk Era,rap
Hood Took Me Under,Compton's Most Wanted,Music To Driveby,rap
Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,Doggystyle,rap
I Know You Got Soul,Eric B. & Rakim,Grand Theft Auto 8 CD Set (Explicit Version),rap
Big Poppa - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),rap
How I Could Just Kill a Man,Cypress Hill,Cypress Hill,rap
It's Funky Enough - Remastered Single,The D.O.C.,No One Can Do It Better,rap
Murder Rap,Above The Law,Livin' Like Hustlers,rap
The Ghetto,Too $hort,Short Dog's In The House,rap
Who Am I (What's My Name)?,Snoop Dogg,Doggystyle,rap
Ambitionz Az A Ridah,2Pac,All Eyez On Me,rap
rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,rap
HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,rap
Nonstop,Drake,Scorpion,rap
Enemies (feat. DaBaby),Post Malone,Hollywood's Bleeding,rap
Money In The Grave (Drake ft. Rick Ross),Drake,The Best In The World Pack,rap
a lot,21 Savage,i am > i was,rap
My Buddy,G-Unit,Beg For Mercy,rap
Look Alive (feat. Drake),BlocBoy JB,Look Alive (feat. Drake),rap
Wow.,Post Malone,Hollywood's Bleeding,rap
Going Bad (feat. Drake),Meek Mill,Championships,rap
Faucet Failure,Ski Mask The Slump God,STOKELEY,rap
Saint-Tropez,Post Malone,Hollywood's Bleeding,rap
God's Plan,Drake,Scorpion,rap
Bandit (with YoungBoy Never Broke Again),Juice WRLD,Bandit (with YoungBoy Never Broke Again),rap
C.R.E.A.M.,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],rap
BOP,DaBaby,KIRK,rap
Poppin' Them Thangs,G-Unit,Beg For Mercy,rap
Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),rap
VIBEZ,DaBaby,KIRK,rap
Ransom,Lil Tecca,Ransom,rap
Dior,Pop Smoke,Meet The Woo,rap
6 Kiss,Trippie Redd,A Love Letter To You 4,rap
Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie),rap
Kings & Queens (feat. Run The Jewels),DJ Shadow,Our Pathetic Age,rap
Paper Cuts,Dave,Paper Cuts,rap
Stuck In A Dream (feat. Gunna),Lil Mosey,Stuck In A Dream (feat. Gunna),rap
Who Needs Love,Trippie Redd,A Love Letter To You 4,rap
Start Wit Me (feat. Gunna),Roddy Ricch,Start Wit Me (feat. Gunna),rap
Audi II,Smokepurpp,Audi II,rap
Riot (with Lil Durk & Booka600 feat. G Herbo),Only The Family,Riot (with Lil Durk & Booka600 feat. G Herbo),rap
iunno,Yung Gravy,iunno,rap
Blunt (feat. Blac Youngsta),Kid Buu,Revenge Of The Clones,rap
How We Do,The Game,The Documentary,rap
That's Tuff (feat. Quavo),Rich The Kid,That's Tuff,rap
Professor X,Dave,Professor X,rap
High Tolerance (with Lil Durk feat. NLE Choppa),Only The Family,Family Over Everything,rap
What I Please (feat. Denzel Curry),Smokepurpp,Deadstar 2,rap
Yank Riddim,snowsa,Yank Riddim,rap
The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,rap
ORANGE SODA,Baby Keem,DIE FOR MY BITCH,rap
No Idea,Don Toliver,No Idea,rap
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,JACKBOYS,rap
The Watcher,Dr. Dre,2001,rap
It Was A Good Day,Ice Cube,The Essentials,rap
Da Graveyard,Big L,Lifestylez Ov Da Poor & Dangerous,rap
Everyday Struggle - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),rap
Code Of The Streets,Gang Starr,Mass Appeal: The Best Of Gang Starr (Explicit),rap
Quiet Storm,Mobb Deep,Murda Muzik,rap
'98 Freestyle,Big L,The Big Picture (Explicit Version),rap
Things Done Changed - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),rap
I Seen A Man Die,Scarface,Greatest Hits,rap
I Got 5 On It,Luniz,Yukmouth Presents: 420,rap
How Many Mics,Fugees,The Score,rap
Can't Knock The Hustle,JAY-Z,Reasonable Doubt,rap
Played Like a Piano,King T,"King Ts Greatest Hits ""Strait From Compton""",rap
Dollars And Sense,DJ Quik,Murder Was The Case,rap
What You Wanna Do?,Kausion,South Central Los Skanless,rap
Nothin' But The Cavi Hit,Mack 10,Snoop Dogg Presents: The West Coast Blueprint,rap
Straight Up Menace,Menace ll Society,Menace II Society (Music From The Motion Picture Soundtrack),rap
C-Walk,Kurupt,Kuruption (Explicit Version),rap
Got Your Money (feat. Kelis),Ol' Dirty Bastard,N***A Please,rap
Chief Rocka,Lords Of The Underground,Here Come The Lords,rap
Iron Maiden,Ghostface Killah,20 RAP GEMS,rap
Survival of the Fittest,Mobb Deep,The Infamous,rap
4th Chamber,GZA,Liquid Swords,rap
Auditorium,Mos Def,The Ecstatic,rap
Tha Shiznit,Snoop Dogg,Doggystyle,rap
Ready or Not,Fugees,The Score,rap
Twinz (Deep Cover 98),Big Pun,The Legacy: The Best Of Big Pun,rap
Life's A Bitch - Explicit Album Version,Nas,Illmatic,rap
Southernplayalisticadillacmuzik,OutKast,Southernplayalisticadillacmuzik,rap
Criminology,Raekwon,Only Built 4 Cuban Linx,rap
One,Ghostface Killah,Supreme Clientele,rap
Bring The Pain,Method Man,Tical,rap
Who You Think I Am?,MF DOOM,Operation: Doomsday (Complete),rap
My Mind Playin Tricks On Me,Geto Boys,Uncut Dope,rap
I Gotcha Back,GZA,Liquid Swords,rap
Put It On,Big L,Lifestylez Ov Da Poor & Dangerous,rap
?,MF DOOM,Operation: Doomsday (Complete),rap
No Shame In My Game,Gang Starr,Daily Operation,rap
No Tears,Scarface,The Diary,rap
Gas Drawls,MF DOOM,Operation: Doomsday (Complete),rap
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Raekwon,Only Built 4 Cuban Linx,rap
Ready to Die - 2006 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),rap
Gravel Pit,Wu-Tang Clan,Legend Of The Wu-Tang: Wu-Tang Clan's Greatest Hits,rap
Xxplosive,Dr. Dre,2001,rap
You Know How We Do It,Ice Cube,Greatest Hits,rap
All I Need,Method Man,Tical,rap
Elevators (Me & You),OutKast,ATLiens,rap
Coolie High,Camp Lo,Uptown Saturday Night,rap
Severe Punishment,Wu-Tang Clan,Wu-Tang Forever,rap
Gangsta Gangsta - Remastered 2002,N.W.A.,The Best Of N.W.A: The Strength Of Street Knowledge,rap
I Wish,Skee-Lo,I Wish,rap
Lucifer,JAY-Z,The Black Album,rap
Represent - Explicit Album Version,Nas,Illmatic,rap
So You Want To Be A Gangster,Juice The Motion Picture Soundtrack,Juice (The Motion Picture Soundtrack),rap
All About the Benjamins,Diddy,Bad Boy's 10th Anniversary- The Hits,rap
Mass Appeal,Gang Starr,Full Clip: A Decade Of Gang Starr,rap
The Message,Nas,It Was Written,rap
Slam,Onyx,Bacdafucup,rap
Appetite For Destruction,N.W.A.,The Best Of N.W.A: The Strength Of Street Knowledge,rap
Who Got Da Props,Black Moon,Enta da Stage,rap
Only God Can Judge Me,2Pac,All Eyez On Me,rap
So You Want to Be a Gangster,Too $hort,Shorty The Pimp,rap
One In A Million,Pete Rock,Poetic Justice: Music from the Motion Picture,rap
Won't Trade,Q-Tip,The Renaissance,rap
Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),rap
"Stay Fly (feat. Young Buck, Eightball & MJG) - Explicit Album Version",Three 6 Mafia,"Stay Fly (4 Pack) (feat. Young Buck, Eightball & MJG)",rap
Mash,J Dilla,Donuts,rap
Player's Ball,OutKast,Southernplayalisticadillacmuzik,rap
Foe Life,Mack 10,Snoop Dogg Presents: The West Coast Blueprint,rap
Platinum Plus,Big L,The Big Picture (Explicit Version),rap
Get It Together - Remastered 2009,Beastie Boys,Ill Communication,rap
Hip Hop,Dead Prez,Let's Get Free,rap
Step Up,Pete Rock,Hip Hop Underground Soul Classics,rap
One Time 4 Your Mind,Nas,Illmatic,rap
Heaven & Hell,Raekwon,Only Built 4 Cuban Linx,rap
Long Kiss Goodnight,The Notorious B.I.G.,Life After Death (Deluxe Version),rap
Beautiful Mind,Cormega,Legal Hustle,rap
All Black,Big L,Lifestylez Ov Da Poor & Dangerous,rap
The What,The Notorious B.I.G.,Ready to Die (The Remaster),rap
Beef,Mos Def,Rawkus Records - Best of Decade I 1995-2005 (Explicit Version),rap
Still Not a Player (feat. Joe) - Radio Version,Big Pun,Capital Punishment (Explicit Version),rap
Casualties Of A Dice Game,Big L,The Big Picture (Explicit Version),rap
The Heist,Big L,The Big Picture (Explicit Version),rap
Damage,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,rap
Brooklyn Zoo,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,rap
Wreckonize - Remix Vocal,Smif-N-Wessun,Wreckonize bw Sound Bwoy Bureill,rap
Visionz,Wu-Tang Clan,Wu-Tang Forever,rap
Mighty Healthy,Ghostface Killah,Supreme Clientele,rap
Fish (feat. Raekwon & Cappadonna),Ghostface Killah,Ironman,rap
Mo Money Mo Problems (feat. Mase & Puff Daddy),The Notorious B.I.G.,Life After Death,rap
Rebirth Of Slick (Cool Like Dat),Digable Planets,Reachin' (A New Refutation Of Time And Space),rap
Paid In Full,Eric B. & Rakim,Paid In Full,rap
Microphone Fiend,Eric B. & Rakim,Follow The Leader,rap
314 (feat. Night Lovell),Dylan Brady,All I Ever Wanted,rap
"Worldwide (feat. Curtis Heron, Night Lovell, Fifty Grand & Dylan Brady)",MISOGI,PLAYMISOGI®,rap
So Much Pain,Ja Rule,Pain Is Love,rap
PLEASE DON’T GO,Night Lovell,GOODNIGHT LOVELL,rap
Bankroll,Taz,Till Death Do Us Part III,rap
I LIKE BLOOD,Night Lovell,GOODNIGHT LOVELL,rap
CAN'T LOSE YOU,Night Lovell,GOODNIGHT LOVELL,rap
WATCH ME,Night Lovell,GOODNIGHT LOVELL,rap
THE SUN,Night Lovell,GOODNIGHT LOVELL,rap
Mount Sinai,$uicideBoy$,High Tide In The Snake's Nest,rap
